id,name,sort order,item type,properties,slots,level,effect,e value,fire,earth,water,wind,categories,equip size,character,HP,MP,ATK,DEF,SPD,Gather,Drop,Note,EN Name,EN Description,JA Name,JA Description
93,stink-bean,92,Material,",",1,1,30,10,,1,,1,"plant,smelly,grain,",,",,,,,,,,,,,",,,,,,"land-of-the-dead,hill-of-silence,,,","poison-squirrel,,",,Stink Bean,"A bean that grew using water contaminated by the Dusk's influence. It contains toxins, and emits a powerful stench, but it can still be eaten.",臭気豆,黄昏の影響で生まれた有害な水を頼りに育った豆。毒素を含み、異臭を放つようになってしまったが、一応食べることもできる
95,angel-hair,93,Material,",",2,7,40,20,,,1,1,"plant,poison,natural,",,",,,,,,,,,,,",,,,,,"land-of-the-dead,facility-ruins,,,",",,",,Angel Hair,Light fluff that dances about with the wind. The sky can turn white when many of these get blown around in the air.,エンゼルヘア,風に乗って空を舞うほど軽い綿毛。エンゼルヘアが一斉に風に吹かれると、空を真っ白に覆うこともある
181,firefly-grass,94,Material,"use-count-2,",3,10,50,10,,1,,1,"plant,vegetable,,",,",,,,,,,,,,,",,,,,,"herb-garden,herb-garden-depths,,,","yellow-elemental,,",,Firefly Grass,"Grass that blooms with faintly glowing flowers, as if there were a firefly inside. More developed specimens are bright enough to illuminate your hands.",ほたる草,蛍が中に入っているかのような、かすかに光を放つ花を咲かせる草。成長したものは、手もとを照らすことができるくらい明るい
282,smoke-mushroom,95,Material,",",1,5,30,15,1,,,,"vegetable,gas,smelly,",,",,,,,,,,,,,",,,,,,"drifting-ghost-ship,geofront,,,",",,",,Smoke Mushroom,A strange mushroom that sometimes emits large amounts of smoke. It's said that this serves as a mechanism to ward off birds and insects.,ケムリキノコ,時折ものすごい量の煙を出す変わったキノコ。鳥や虫に襲われるのを防ぐための機能を持ったと言われている
283,dark-shoot,96,Material,",",3,5,50,20,,1,,,"vegetable,fuel,,",,",,,,,,,,,,,",,,,,,"land-of-the-dead,geofront,,,",",,",,Dark Shoot,"A mushroom that only grows in pitch dark places. It prefers humid environments. Furthermore, the mushroom itself is black, making it very difficult to find.",クラヤミタケ,真っ暗な所でしか育たないキノコ。とにかくジメジメした所を好む。さらに、クラヤミタケ自体も黒いので、目をこらさないと見つけるのも難しい
284,mossy-driftwood,97,Material,"equipment-compression,",2,13,40,20,,1,1,,"lumber,,,",,",,,,,,,,,,,",,,,,,"forest-of-miracles,water-garden-of-origins,tunnel-of-plants,,",",,",,Mossy Driftwood,"Driftwood that has been completely covered in moss. Driftwood that has floated around the Dusk Sea for a long time evokes a sense of the passage of time, and vestiges of the blue oceans of the past.",苔むした流木,苔で全体が覆われた流木。黄昏の海を長い間漂ってきた流木からは、時間の経過と過去の青い海の面影を感じとれる
285,lotus,98,Material,"automatic-activation-30,",3,13,70,15,,1,1,,"plant,medic-ing,mystery,",,",,,,,,,,,,,",,,,,,"altar-of-spirits,path-to-the-altar,castle-of-mirages,forest-of-miracles,water-garden-of-origins","green-element,,",,Lotus,"A lotus that drifts about on the surface of water. A lotus growing is said to be a sign of a clean water source, but this has lost credibility in recent times.",蓮,水源の水面をたゆたう蓮の葉。蓮のある水源には美しい水が残っているとされるが、近年ではその信憑性も失われつつある
98,star-core,99,Material,",",1,6,50,15,1,,,1,"metal,,,",,",,,,,,,,,,,",,,,,,"sandy-ruins,rotted-forest,castle-of-mirages,drifting-cemetery,filled-cave","flat-fish,,",,Star Core,"It's unknown exactly what kind of core this metallic material is, and it's only called a star core due to its pointed shape. It's painful when thrown.",星核,何の核だかはわからないが、トゲトゲとした形状から星核と呼ばれている金属質の素材。投げつけると痛い
112,ancient-tree-splinter,100,Material,",",2,10,80,15,,1,1,,"lumber,elixir,,",,",,,,,,,,,,,",,,,,,"crystal-valley,castle-of-mirages,geofront,,",",,",,Ancient Tree Splinter,"A fragment of wood from a great tree that has stood since ancient times. Though it's been cut from the trunk, it has not lost its vivacious and fresh qualities, a sign of everlasting vitality.",古代樹の欠片,古代からそびえ立つ大樹から取れた木片。幹から切り取られながら、その瑞々しさは失われず、果てしない生命力を発揮している
115,giant-scale,101,Material,",",1,12,70,25,1,,1,,"animal,pelt,dragon-material,",,",,,,,,,,,,,",,,,,,"rotted-forest,trade-ship-graveyard,,,",",,",,Giant Scale,The scale from an enormous creature. It's large enough to cover a person's face. It's unknown exactly what kind of creature this came from.,巨大なウロコ,巨大な生物のウロコ。一枚が人間の顔を覆うほどの大きさ。一体どんな生物が落としたのかもわからない
92,permeating-toxin,102,Material,"cause-poison,",1,3,30,10,1,1,,,"fuel,poison,clay,",,",,,,,,,,,,,",,,,,,"facility-ruins,hill-of-silence,,,","hell-element,,",,Permeating Toxin,"A collection of permeating toxins. The compounds in the various layered poisons differ, and it's said that this can bring death to any living thing in existence.",染みた毒素,染みに染みた毒素の集まり。何層にも重なる毒は、層ごとに少しずつ成分が変わり、あらゆる生き物を死に至らしめると言われている
119,white-lump,103,Material,",",2,1,50,15,,,1,,"oil,,,",,",,,,,,,,,,,",,,,,,",,,,",",,",,White Lump,A milky white lump of unknown composition. It can be made by separating milk. It's not very good when eaten.,白いかたまり,成分不明の乳白色の固まり。ミルクから分離させることで作ることができる。食べても美味しくはない
286,ancient-stone,104,Material,"hp-15,",1,4,60,15,,1,,,"ore,antique,ancient-relic,",,",,,,,,,,,,,",,,,,,"castle-of-mirages,geofront,abandoned-factory,,",",,",,Ancient Stone,"A stone processed in ancient times, still remaining in its original form. It's believed that they were formerly used for buildings, and it's fairly strong, but it has degraded over the ages.",古石材,古い時代に加工された石がそのままの形で残っているもの。かつては建物などに使われていたのか、強度はそこそこだが、経年劣化は防げなかったようだ
287,phlogiston,105,Material,"equipment-expansion,",1,1,60,20,1,,,,"natural,gunpowder,,",,",,,,,,,,,,,",,,,,,"fertile-sea-eastern-area,sandy-shore,lush-valley,,","sand-spirit,,",,Phlogiston,"A red crystal used as the basis for gunpowder. Its flammability is so high, simply rubbing them together produces sparks. It would be dangerous in the hands of children.",フロジストン,火薬の元としても使われる赤い石の結晶。擦り合わせると火花が飛ぶほど発火性が高いので、子供に持たせるのはちょっと危ない
288,aqua-light,106,Material,"automatic-activation-20,",1,2,60,20,,,1,,"natural,liquid,,",,",,,,,,,,,,,",,,,,,"land-of-the-dead,facility-ruins,altar-of-spirits,path-to-the-altar,","dusk-spirit,,",,Aqua Light,"A special crystal that holds water inside. While adventurers suffering from thirst on long journeys often try to use this to replenish moisture, most times this only ends in failure.",アクアライト,中に水分が閉じ込められた特殊な石の結晶。旅の途中、渇きに苦しんだ冒険者が一度は水分を取り出そうと試みるが、大体は失敗するという
289,wind-core,107,Material,"high-price,",1,2,60,20,,,,1,"natural,gas,,",,",,,,,,,,,,,",,,,,,"crystal-valley,nomad-camp,,,","azure-spirit,,",,Wind Core,"Putting this special crystal up to one's ear, one can hear the endless sound of wind blowing. Some misleading folktales say that there are wind spirits sealed within.",ウインドコア,耳に当たると風を切るような音が絶え間なく聞こえてくるという特殊な石の結晶。風の精霊が閉じ込められているという眉唾ものの民間伝承がある
290,glass-core,108,Material,"use-count-1,",1,3,60,20,,1,,,"ore,,,",,",,,,,,,,,,,",,,,,,"drifting-cemetery,the-furthest-village,forest-of-miracles,filled-cave,hole-of-the-dead","amethyst-rat,amber-spirit,",,Glass Core,"A special crystal, both colorless and transparent. Since it doesn't distort light, it's hard to find it. It's fairly strong, but with some good effort it can be broken down into powder.",グラスコア,無色透明の特殊な石の結晶。光を屈折させないため、そこにあることを確かめるのも一苦労。それなりの強度を誇るが、力を加えると粉々に砕け散る
9,zemnite,109,Material,"eco-skill,hp-big-increase",3,5,60,15,,1,1,,"natural,medic-ing,,",,",,,,,,,,,,,",,,,,,"heaven-s-vine-root-division,herb-garden,herb-garden-depths,geofront,drifting-cemetery","emerald-ray,,",,Zemnite,"A crystal said to bestow the power of earth. Soil containing zemnite encourages the growth of plants, causing bizarre patches of well-developed greenery in the landscape.",ゼムナイト,大地に力を与えると言われている石の結晶。ゼムナイトの隠れている土は植物の促進を促し、その一帯だけ異様に成長した緑を見ることができる
291,crystal-fragment,110,Material,",",1,5,60,20,,1,,1,"ore,,,",,",,,,,,,,,,,",,,,,,"crystal-valley,cape-of-the-end,hidden-cave,sea-of-eternity,","mirage-element,,",,Crystal Fragment,"Crystals that have been broken down into minute fragments. It's not worth much in this state, but it's possible to recreate a beautiful crystal by gathering lots of them.",水晶の欠片,細かく砕けてしまった水晶の破片。これだけではほとんど何の価値もないが、集めれば美しい結晶に戻すこともできる
292,melting-glass-shard,111,Material,",",1,8,70,15,,,1,1,"fuel,gunpowder,natural,ancient-relic",,",,,,,,,,,,,",,,,,,"castle-of-mirages,,,,","sand-walker,,",,Melting Glass Shard,"While this looks like glass at first glance, its melting point is far lower than normal glass. It may be a special substance created in the past age.",溶けるガラス片,一見ガラスのように見えるが、通常のガラスと比べて融点が低く溶けてしまう。前時代に作られた特殊な物質かもしれない
293,blazing-ore,112,Material,"pp-frame-expansion,",1,11,80,20,1,1,,,"ore,jewel,gunpowder,",,",,,,,,,,,,,",,,,,,"castle-of-mirages,forgotten-laboratory,,,","gatekeeper,,",,Blazing Ore,"A stone said to be the crystallization of fire itself. It requires special techniques to process, but it's strong against heat, and makes excellent tools.",炎天の原石,炎がそのまま結晶化したと言われる石。加工にはそれなりの技術を要するが、熱に強く、優れた器具の材料となる
294,silver-groundwater,113,Material,"cause-poison,",2,9,60,10,,1,1,,"liquid,metal,,",,",,,,,,,,,,,",,,,,,"geofront,seat-of-eternity,,,","abyss-moler,,",,Silver Groundwater,"Shining silver water found deep underground in certain regions. It's highly toxic, so it can't be used as drinking water, and absorbing too much of it will result in death.",銀色の地底水,一部地域の地底に沸く銀色に輝く水。毒性が高いため、水として飲むことはできず、多量に摂取すると死に至る
27,endangered-herb,114,Material,",",3,22,100,20,,1,1,1,"plant,elixir,medic-ing,mystery",,",,,,,,,,,,,",,,,,,"heaven-s-vine-root-division,herb-garden,geofront,,",",,",,Endangered Herb,"In the past, this medicinal herb could be found growing everywhere, but it has become rare due to the Dusk's influence. Its potency is well known, and is traded for a high price.",絶滅寸前の薬草,かつては至る所に群生していたが、黄昏の影響でほとんど見かけなくなってしまった薬草。その優れた効能は今も顕在で、市場でも高値で取引されている
295,time-flower,115,Material,"hp-mp-enhance,count-bonus",2,26,100,20,1,1,1,1,"plant,elixir,ancient-power,",,",,,,,,,,,,,",,,,,,"castle-of-mirages,seat-of-eternity,,,","embodiment-of-nature,phoenix-of-the-sea,queen-of-eternal-night",,Time Flower,"A flower said to form the basis for panaceas. The faintly glowing petals are a notable characteristic. It's rumored these are used as landmarks by descending angels, and thus treated with great care.",時守りの花,万能薬の元になると言われる花。うっすらと朧気に光を放つ花びらが特徴。天使が降りてくるときに目印にすると噂され、人々からは大切に扱われている
296,diamond-ore,116,Material,",",4,19,90,40,,1,,,"jewel,,,",,",,,,,,,,,,,",,,,,,"path-to-the-altar,castle-of-mirages,seat-of-eternity,geofront,",",,",,Diamond Ore,"Ore that contains extremely hard gems that rival diamonds. While some scientists classify it the same as diamonds, due to the extreme difficulty of working with them, the details are unknown.",金剛石の原石,ものすごく固い金剛石という宝石を含んだ原石。科学者の中にはダイヤモンドと同一視する見方もあるが、加工が難しいため詳しいことが分かっていない
297,enormous-tail,117,Material,",",2,18,90,40,,1,,,"dragon-material,meat,,",,",,,,,,,,,,,",,,,,,"geofront,,,,",",,",,Enormous Tail,"The tail of a king of beasts, one who has lived for countless years. Its length rivals that of a passenger ship, and it's hard enough to smash rocks. It's an extremely valuable material.",偉大なる尾,長い年月を生きてきた万物の王が誇る尻尾。その全長は客船にもおよぶほどで、その硬さは岩石をも砕くと言われる。かなり貴重な素材
298,king-s-wing,118,Material,",",3,18,90,40,,,,1,"dragon-material,meat,pelt,feather",,",,,,,,,,,,,",,,,,,"geofront,,,,",",,",,King's Wing,"The wing of a dragon, capable of flight. It's large enough to cast a vast shadow over the desert, and treasure hunters are always on alert for such shadows when traveling.",王者の翼,飛翔能力を持つドラゴンの翼。その大きさは砂漠に日陰を作るほどで、トレジャーハンターたちはこの動く日陰を常に警戒して動き回っている
299,dragon-core,119,Material,",",3,21,100,20,1,1,1,1,"dragon-material,elixir,ore,gunpowder",,",,,,,,,,,,,",,,,,,"geofront,,,,",",,",,Dragon Core,"An internal organ of a dragon, as hard as a gemstone. While people always thought of this as a heart, recent studies have shown that this actually serves as a brain.",竜核,宝石のように固いドラゴンの器官。人間で言う心臓のようなものだと考えられて来たが、近年の研究でむしろ脳のようなものだということが分かっている
300,pendelook,120,Material,",",3,16,70,10,1,,,1,"mystery,jewel,,",,",,,,,,,,,,,",,,,,,"drifting-ghost-ship,castle-of-mirages,geofront,,",",,",,Pendelook,"A mysterious crystal that emits a pale blue light. It's confirmed that it contains substances not found in the human world, and is said to be the tears of a creature from another dimension.",ペンデローク,青白い光を放つ不思議な結晶。人間の世界には存在しない物質を含んでいることが確認されたことから、異世界からやってきた生き物の流した涙だと言わている
301,forgetful-grass,121,Material,"condense-mp-consump,",2,18,70,15,1,1,,,"plant,elixir,,",,",,,,,,,,,,,",,,,,,"altar-of-spirits,path-to-the-altar,castle-of-mirages,water-garden-of-origins,",",,",,Forgetful Grass,"Grass that contains compounds that temporarily numbs pain. It can be made into an anesthetic with proper processing, but it's not effective for very long.",忘却の傷無し草,人間の痛覚を一時的に麻痺させる成分を含んだ草。正しく加工すれば麻酔にもなるが、持続時間はかなり短い
302,dunkelheit,122,Material,",",3,29,100,20,1,1,1,1,"plant,elixir,medic-ing,mystery",,",,,,,,,,,,,",,,,,,"herb-garden,seat-of-eternity,geofront,,",",,",,Dunkelheit,"A deep crimson flower that only blooms in darkness. It contains powerful magic and medicinal properties, making it a prized material for advanced alchemy, but it's quite rare and valuable.",ドンケルハイト,暗闇にのみ咲くという真紅の花。強い魔力と薬効を持ち、高度な錬金術の材料として重宝するが、かなり貴重である
99,ancient-map,123,Material,"pp-frame-expansion,",1,8,50,30,,,,1,"paper,antique,,",,",,,,,,,,,,,",,,,,,",,,,",",,",Linca's Shop,Ancient Map,"An ancient map that seems to depict the surrounding area. Due to its old age, it's difficult to pinpoint exactly what area it shows, and it's very hard to read.",周辺古地図,周辺のことが書き記されているらしい古い地図。あまりに古いため、それがどの地域を指し、どう描かれているかを調べるだけでも一苦労する
1,sand-dragon-scale,124,Material,"hp-25,mp-25",2,15,90,10,1,1,1,1,"dragon-material,mystery,,",,",,,,,,,,,,,",,,,,,"eastern-sea-of-smoke,,,,","sand-dragon,,",,Sand Dragon Scale,"A scale from the lord of the Dusk Sea. It's very large, and very hard. It's difficult to process, but it's an excellent material for superior quality armor.",砂竜のウロコ,黄昏の海の主が身に纏っていたウロコ。とても大きく、そして硬い。加工するのも難しいが、良質な防具の材料になる
53,tidal-spear,125,Material,"hp-absorb,property-enhance-plus",3,17,100,50,,,1,,"weapon-broom,weapon-twin-sword,weapon-pile-driver,weapon-longsword",,",,,,,,,,,,,",,,,,,",,,,","lord-of-water,,",,Tidal Spear,"A spear brimming with magical power, held by the lord of water spirits. It's said that a single swing can bring rain to the parched earth, and could part the oceans.",タイダルスピア,水の精霊たちの王が持っていた魔力の溢れる槍。一度振るえば乾いた大地に雨をもたらし、海の水を裂くことができると言われる
392,paper-scraps,126,Material,",",0,0,20,10,,,1,,"paper,fuel,,",,",,,,,,,,,,,",,,,,,"solice-trade-camp,spine-post,nomad-camp,,",",,",,Paper Scraps,"This paper offers a glimpse of heroic imagination and thought, but it's been completely destroyed. It's probably the remnants of someone's attempt at literature.",紙くず,壮絶なる想像と思考の片鱗が見受けられる紙だが、力まかせに握り潰されてしまっている。おそらく誰かの創作の跡である
397,elaborate-screw,127,Material,",",2,19,80,30,1,,,,"metal,antique,ancient-relic,",,",,,,,,,,,,,",,,,,,"drifting-ghost-ship,seat-of-eternity,geofront,,",",,",,Elaborate Screw,"A screw crafted by someone with considerable skill. The space between the threads is perfectly even, and there is not a single defect to be found.",精巧なネジ,高い技能を持った者によって作られたネジ。ねじ山の間隔はすべて均等で、一片のほころびもない素晴らしい出来
396,old-stone,128,Material,",",3,17,70,40,,1,,,"metal,ore,clay,ancient-relic",,",,,,,,,,,,,",,,,,,"geofront,seat-of-eternity,,,",",,",,Old Stone,"This may appear to be an ordinary stone at first glance, but this valuable rock contains remnants of ancient relics. It's quite suitable research material for historians.",オールドストーン,一見するとただの石だが、内部に古代の遺物のかけらを含んでいる貴重な石。歴史学者たちの恰好の研究対象になる
394,ancient-gold-thread,129,Material,",",3,20,80,40,,1,,,"thread,natural,ancient-relic,",,",,,,,,,,,,,",,,,,,"geofront,seat-of-eternity,,,",",,",,Ancient Gold Thread,"Thread made from gold, passed down through a specific tribe. The raw materials and spinning methods used are unknown, and scholars believe it was made through lost techniques.",古き民の金糸,とある一族の間で受け継がれてきた金で出来た糸。原材料や紡績方法は一切の謎であり、失われた技術が使われていると推測する学者もいる
393,ancient-water,130,Material,",",2,19,90,40,,,1,,"water,liquid,medic-ing,mystery",,",,,,,,,,,,,",,,,,,"geofront,seat-of-eternity,,,",",,",,Ancient Water,"Water that has seeped up from the depths of the earth over countless years. Compared to water remaining on the surface in the present day, even an amateur can see the great difference in clarity.",太古の水,長い年月を経て大陸の地下から地上へと沸きだした水。現在地表に残る水と比べると、素人目にも透明度が違うことが分かる
395,medical-foundation,131,Material,",",2,18,90,20,,,1,1,"medic-ing,oil,elixir,ancient-relic",,",,,,,,,,,,,",,,,,,"altar-of-spirits,path-to-the-altar,castle-of-mirages,geofront,",",,",,Medical Foundation,"Lost medicine of the past that has changed form, and been passed down over generations. Its efficacy hasn't degraded, a testament to the technology of the past era.",古薬のもと,失われた過去の薬が形を変えて伝わってきたもの。時を経てなお衰えない薬効は、古代技術の洗練された様子を窺わせる
251,bad-water,132,Material,",",1,0,30,5,,,1,,"water,liquid,,",,",,,,,,,,,,,",,,,,,",,,,",",,",Barrels,Bad Water,"It's not undrinkable, but this water isn't very good. Recent times have seen a downturn in the taste of water, causing suffering for people.",マズい水,飲めなくはないが、おいしくない水。昨今は水源の水も味が落ちてきていると街の人々は嘆いている
422,cloth-scraps,133,Material,",",1,1,40,10,,1,,1,"cloth,,,",,",,,,,,,,,,,",,,,,,"solice-trade-camp,spine-post,nomad-camp,,",",,",,Cloth Scraps,"This is mainly a collection of left over scraps from cloth manufacturing. It's unusable in this state, but careful processing can make it reusable.",布きれ,主に、布の加工時に余った部分を集めたもの。このままでは使い道はないが、しっかりと加工すればまだまだ再利用できる
114,broken-item,134,Material,"eco-skill,hp-big-increase",0,0,50,5,,1,,,"synthesis,,,",,",,,,,,,,,,,",,,,,,",,,,",",,",,Broken Item,"A mass of something so broken that it's impossible to tell what it started out as. It seems to have been made with considerably advanced alchemy, but nobody knows exactly what was being made.",壊れたアイテム,元の形が分からないほどに壊れてしまった何かの塊。かなり高度な錬金術が使われた様子はあるが、一体何を生み出そうとしたのかは誰にも分からない
43,craft,135,Usable,"destructive-power-up,equipment-compression,sharp-thorns,",3,2,50,15,,1,,,"bomb,,,",2,",,,,,,,,,,,",,,,,,,,,Craft,"A handmade bomb, stuffed with pointed treefruit. A strong impact causes detonation, sending the treefruit inside flying everywhere. Handle with caution.",クラフト,尖った木の実を詰め込んだお手製の爆弾。強い衝撃を与えると破裂して、中の木の実が辺りに飛び散るようになっている。取扱注意
42,bomb,136,Usable,"fixed-power-enhance,cause-poison,carries-heat,",1,10,50,20,1,,,,"bomb,,,",3,",,,,,,,,,,,",,,,,,,,,Bomb,"A bomb with immense power due to gunpowder. It's generally used for demolishing buildings, but its high temperature and wide blast radius also make it excel as a weapon.",フラム,火薬を使うことで高い攻撃力を得た爆弾。一般的には建物の解体などに使われるが、高熱を帯びた爆風で広範囲を攻撃する武器としても優秀である
303,ice-bomb,137,Usable,"equipment-expansion,destructive-power-up-plus,carries-cold,",2,18,50,25,,,1,,"bomb,,,",4,",,,,,,,,,,,",,,,,,,,,Ice Bomb,"A special bomb that converts heat into negative values when it explodes. When lit, it expands while freezing the nearby atmosphere before exploding.",レヘルン,爆発時の熱をマイナスに変換した特殊な爆弾。火をつけると辺りの大気を凍らせながら膨張して、最終的には飛散させる
304,lightning-bomb,138,Usable,"destructive-power-up,equipment-compression,carries-electricity,",1,23,50,30,,,,1,"bomb,,,",2,",,,,,,,,,,,",,,,,,,,,Lightning Bomb,"A stone said to contain the power of lightning. Throwing it causes it to charge rapidly, gathering the power of lighting around it, before discharging all at once.",ドナーストーン,雷の力を封じ込めたと言われる石。投げつけると高速で蓄電し、周囲の雷の力を一箇所に集めて一気に放電する
55,uni,139,Usable,"fixed-power-enhance,cause-poison,steel-thorns,",2,28,50,30,,1,,,"bomb,,,",3,",,,,,,,,,,,",,,,,,,,,Uni,A spiky iron ball. Nobody knows the origin of its name. Its weight and size of the spikes are quite dangerous. This is not something you should throw or kick at others.,ウニ,名前の由来を誰も知らないトゲのついた鉄球。かなり危険な重さとトゲの太さ。投げたり蹴ったりしては絶対にいけない
305,lava-cube,140,Usable,"equipment-expansion,destructive-power-up-plus,scorching-earth,",1,33,50,35,1,,,,"magic-tool,,,",4,",,,,,,,,,,,",,,,,,,,,Lava Cube,"A cube that contains lava. Ancient techniques created it, and you can't feel any heat from inside. Throwing it into the air causes the box to open, spreading scorching lava everywhere.",ラーヴァキューブ,溶岩を閉じ込めた四角い箱。その加工には古代の技術が使われており、熱さを一切感じさせない。空に向かって投げると箱が開き高熱の溶岩が飛散する
306,dimension-bomb,141,Usable,"destructive-power-up,equipment-compression,dimensional-gap,",1,50,50,30,1,1,,1,"bomb,magic-tool,antique,",1,",,,,,,,,,,,",,,,,,,,,Dimension Bomb,"Throwing this bomb causes it to be sucked into another dimension. It's unknown what dimension it will return from, or exactly where it will explode.",次元爆弾,投げると次元の彼方へ吸い込まれていく爆弾。次にどの場所で次元の彼方から戻ってくるかも、どこで爆発するかも、誰にもわからない
56,electrical-discharge-tube,142,Usable,"equipment-expansion,destructive-power-up-plus,controls-time,",1,48,50,35,,,,1,"magic-tool,antique,,",3,",,,,,,,,,,,",,,,,,,,,Electrical Discharge Tube,"A special tube that contains immensely high voltage. It contains so much electricity that it constantly discharges at a fixed rate, hence the name.",放電管,ものすごい電圧を封じ込めた特殊な管。あまりにも内部の電圧が高すぎ、常に一定量を放電していることから、この名称がついた
57,globe,143,Usable,"critical,use-count-1,super-rotation,",2,53,50,30,1,1,,,"sundry,,,",5,",,,,,,,,,,,",,,,,,,,,Globe,"A globe that depicts the world. The vast world expands overhead, then falls. It can't be used as a map, or to check any real locations.",地球儀,世界を象徴する球体。茫漠たる世界は頭上に広がり膨張し、そして落ちてくる。地図や地域を確認するような使い方はできない
58,glass-rose,144,Usable,"effect-power-increase,equipment-enhance,freezing-wind,",1,40,50,30,,,1,1,"magic-tool,,,",3,"stera,,,,,,,,,,,",,,,,,,,,Glass Rose,"A collection of minute glass fragments, arranged into the shape of rose petals. When released, the petals scatter about, cutting up anything caught in the area.",ガラスのバラ,細かいガラス片を集め、バラの花びらのように幾重にも重ねたもの。解きはなたれた花弁は散りながら、周囲のものを鋭く切り裂いていく
59,meteor,145,Usable,"fixed-power-enhance,cause-poison,twinkling-stars,",1,55,50,40,,,,1,"bomb,,,",4,"stera,,,,,,,,,,,",,,,,,,,,Meteor,"Throwing this into the sky causes it to split, then rain down enormous orbs. They explode when they touch the ground.",メテオール,空に向かって投げると、分裂してからゆっくりと降り注いでくる巨大な球体。地面に接すると爆発する
61,talisman-of-ancient-beasts,146,Usable,"critical,use-count-1,beast-king-s-blade,",1,72,50,30,1,,,,"magic-tool,,,",5,"stera,,,,,,,,,,,",,,,,,,,,Talisman of Ancient Beasts,"Ancient beasts once held the power to control the entire continent, before being sealed away by human hands. This talisman allows them to manifest in the present age. It's said their howls can tear apart the sky itself.",古の獣の護符,かつて大陸を支配するほどの力を持ちながら、人間の手によって封印された古の獣を、現世に顕在させる護符。彼らが咆哮すれば、空が割れるとも言われている
62,shepherd-s-flute,147,Usable,"destructive-power-up-plus-plus,critical-plus,tone-of-exhaustion,",1,50,50,25,,1,,1,"sundry,,,",9,"stera,,,,,,,,,,,",,,,,,,,,Shepherd's Flute,A flute used by shepherds on the plains. The sound of the flute attracts certain animals. It would be a problem if someone without the proper knowledge played this.,羊飼いの笛,草原を駆ける羊飼いたちが使う笛。この笛の音色はある動物を惹きつけ、呼び寄せる。知識のないものが吹くと大変なことになる
63,weight-stone,148,Usable,"effect-power-increase,equipment-enhance,weight-of-stones,",3,37,50,20,1,1,,,"sundry,,,",1,",lotte,,,,,,,,,,",,,,,,,,,Weight Stone,"This stone is used to draw out moisture from vegetables when pickling them. It's very heavy, and requires careful handling.",つけもの石,漬け物を作る際、野菜の水分を抜くために使われる石。とにかく重たいため、取り扱いには注意が必要
64,barrel,149,Usable,"destructive-power-up-plus-plus,critical-plus,barrel-attack,",3,40,50,40,,1,,,"sundry,,,",2,",lotte,,,,,,,,,,",,,,,,,,,Barrel,"You might think this is just an ordinary barrel... But it's actually filled with a huge amount of gunpowder. This may be obvious, but these are normally used to store water and drinks, not gunpowder.",たる,ただのたる…かと思いきや、中には大量の火薬が詰まっている。当たり前だが、本来は火薬ではなく水や酒を保存するのに使われる
65,pumpkin-doll,150,Usable,"critical,use-count-1,pumpkin-curse,",2,64,50,25,,1,1,,"magic-tool,,,",5,",lotte,,,,,,,,,,",,,,,,,,,Pumpkin Doll,"While this may look like a toy at first glance, its head is actually a bomb, making it very dangerous. Winding it up causes it to fly towards the target.",かぼちゃドール,一見するとおもちゃのようだが、頭部に爆発物が詰まっている危険な道具。ゼンマイを巻けば、指定した対象に向かって飛んでいく
66,living-trash-can,151,Usable,"effect-power-increase,equipment-enhance,purges-enhancements,",0,69,50,35,,,1,,"magic-tool,,,",4,",lotte,,,,,,,,,,",,,,,,,,,Living Trash Can,"An ordinary trash can without any special characteristics. Nobody's checked the contents, but there's a rumor in Stellard about strange trash cans that hum and wander around at night.",生きてるゴミ箱,何の特徴も無い普通のゴミ箱。中身を確かめた者はこれまでにないが、夜中、鼻歌混じりに街中を徘徊している奇妙なゴミ箱の噂が、ステラードでは絶えない
68,flying-board,152,Usable,"destructive-power-up-plus-plus,critical-plus,ability-enhancement,",1,75,50,40,,,,1,"magic-tool,,,",8,",lotte,,,,,,,,,,",,,,,,,,,Flying Board,"A personal vehicle made by Shallotte to fly. Its output and controls are very difficult, and this prototype has a high chance of going out of control. Remember, safety first.",フライングボード,シャルロッテが空を飛ぶために作った一人用の乗り物。出力と制御系に難があり、暴走する危険が多分に残っているプロトタイプ。安全第一
73,refuel-pads,153,Usable,"healing-power-up,wait-time-enhance,effective-against-pain,",1,2,50,15,,,,1,"sundry,,,",1,",,,,,,,,,,,",,,,,,,,,Refuel Pads,"A general purpose medical compress that can heal minor wounds. It's a common medical item, and every household has at least one.",リフュールパット,簡単な傷まで治せる汎用性の高い湿布薬。一般的な医薬品として親しまれており、どこの家庭にも一つは置いてある
309,healing-salve,154,Usable,"critical,effect-power-increase,heals-wounds,",1,5,50,15,,,1,,"medicine,,,",2,",,,,,,,,,,,",,,,,,,,,Healing Salve,"An ointment made from mixing several medicinal plants. Its most common use is direct application to inflammation or cuts, but it can also be absorbed by eating it. It's quite bitter, and children don't like it.",ヒーリングサルブ,数種類の薬草を混ぜ込んだ塗り薬。炎症や切り傷の患部に直接塗るのが一般的だが、口から摂取することもできる。ちなみに、かなり苦く、子供は嫌がる
